audio_path,references,speaker,predictions
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0002.wav,now,M03,now
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0003.wav,know,M03,no
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0004.wav,farm,M03,farm
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0005.wav,rain,M03,rain
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0006.wav,gadget,M03,gage
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0006.wav,gadget,M03,gagin
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0006.wav,gadget,M03,gadget
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0006.wav,gadget,M03,gorgo
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0006.wav,gadget,M03,gade
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0007.wav,race,M03,race
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0009.wav,ship,M03,ship
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0010.wav,air,M03,er
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0010.wav,air,M03,air
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0010.wav,air,M03,her
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0010.wav,air,M03,ar
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0010.wav,air,M03,hair
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0011.wav,tip,M03,tip
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0013.wav,well he is nearly ninety-three years old,M03,while he is nearly ninety three years old
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0014.wav,well he is nearly ninety-three years old,M03,well he is nearly ninety three years old
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0015.wav,hair,M03,hair
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0016.wav,alpha,M03,alpha
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0016.wav,alpha,M03,elpha
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0016.wav,alpha,M03,elpa
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0016.wav,alpha,M03,alfa
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0016.wav,alpha,M03,alpa
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0017.wav,warm,M03,warm
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0020.wav,glow,M03,glow
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0021.wav,goat,M03,goat
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0022.wav,weed,M03,read
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0022.wav,weed,M03,red
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0022.wav,weed,M03,reed
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0022.wav,weed,M03,read a
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0022.wav,weed,M03,read o
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0023.wav,knew,M03,new
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0023.wav,knew,M03,ne
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0023.wav,knew,M03,now
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0023.wav,knew,M03,no
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0023.wav,knew,M03,nu
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0024.wav,bug,M03,bug
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0024.wav,bug,M03,bugg
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0024.wav,bug,M03,burg
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0024.wav,bug,M03,burgh
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0025.wav,no,M03,no
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0026.wav,sheet,M03,sheet
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0026.wav,sheet,M03,sheat
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0026.wav,sheet,M03,shet
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0028.wav,corn,M03,corn
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0029.wav,except in the winter when the ooze or snow or ice prevents,M03,except in the winter when the ooze or snow or ice prevents
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0029.wav,except in the winter when the ooze or snow or ice prevents,M03,except in the winter when the ooze r snow or ice prevents
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0029.wav,except in the winter when the ooze or snow or ice prevents,M03,except in the winter when the ooze snow or ice prevents
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0029.wav,except in the winter when the ooze or snow or ice prevents,M03,except in the winter when the oozers snow or ice prevents
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0029.wav,except in the winter when the ooze or snow or ice prevents,M03,except in the winter when the oozer snow or ice prevents
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0030.wav,feed,M03,feed
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0030.wav,feed,M03,feed o
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0030.wav,feed,M03,feed h
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0030.wav,feed,M03,feed n
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0030.wav,feed,M03,feed on
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0031.wav,right,M03,write
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0031.wav,right,M03,rite
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0031.wav,right,M03,right
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0031.wav,right,M03,writ
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0031.wav,right,M03,rit
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0032.wav,fair,M03,fair
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0032.wav,fair,M03,far
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0032.wav,fair,M03,fair o
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0032.wav,fair,M03,fair a
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0032.wav,fair,M03,fair h
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0033.wav,bat,M03,bat bat
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0034.wav,feet,M03,feet
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0034.wav,feet,M03,feat
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0035.wav,trouble,M03,trouble
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0037.wav,double,M03,double
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0038.wav,rate,M03,rate
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0038.wav,rate,M03,rat
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0039.wav,range,M03,range
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0039.wav,range,M03,rage
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0040.wav,raid,M03,raid
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0040.wav,raid,M03,rad
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0040.wav,raid,M03,raid a
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0040.wav,raid,M03,rade
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0040.wav,raid,M03,raid o
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0041.wav,pat,M03,page
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0041.wav,pat,M03,pace
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0041.wav,pat,M03,pas
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0041.wav,pat,M03,peace
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0041.wav,pat,M03,pase
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0042.wav,chair,M03,cheer
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0042.wav,chair,M03,cher
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0042.wav,chair,M03,char
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0042.wav,chair,M03,chair
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0042.wav,chair,M03,chere
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0043.wav,swarm,M03,swarm
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0043.wav,swarm,M03,shwarm
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0043.wav,swarm,M03,schwarm
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0044.wav,storm,M03,storm
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0045.wav,she had your dark suit in greasy wash water all year,M03,she had your dark suit in greasy wash water all year
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0045.wav,she had your dark suit in greasy wash water all year,M03,she had your dark suit in greasy wash water all the year
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0045.wav,she had your dark suit in greasy wash water all year,M03,she had your dark suit in greasy wash water all t year
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0045.wav,she had your dark suit in greasy wash water all year,M03,she had your dark suit in greasy wash water all e year
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0045.wav,she had your dark suit in greasy wash water all year,M03,she had your dark suit in greasy wash water all h year
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0046.wav,grow,M03,grow
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0047.wav,dark,M03,dark
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0048.wav,jagged,M03,jagget
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0048.wav,jagged,M03,jaget
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0048.wav,jagged,M03,jacet
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0048.wav,jagged,M03,jagot
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0049.wav,up,M03,up
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0050.wav,air,M03,air
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0050.wav,air,M03,hair
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0050.wav,air,M03,heir
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0051.wav,stubble,M03,stubble
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0053.wav,trait,M03,trait
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0053.wav,trait,M03,traite
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0054.wav,store,M03,store
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0056.wav,beta,M03,beda
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0056.wav,beta,M03,beta
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0056.wav,beta,M03,beata
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0056.wav,beta,M03,bet a
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0056.wav,beta,M03,bid a
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0057.wav,usually minus several buttons,M03,usually minus several buttons
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0057.wav,usually minus several buttons,M03,usually minas several buttons
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0058.wav,train,M03,train
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0059.wav,park,M03,park
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0060.wav,dagger,M03,dagger
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0060.wav,dagger,M03,jagger
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0060.wav,dagger,M03,digger
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0060.wav,dagger,M03,jigger
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0060.wav,dagger,M03,jager
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0061.wav,bubble,M03,bubble
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0061.wav,bubble,M03,babble
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0061.wav,bubble,M03,bobble
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0061.wav,bubble,M03,rubble
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0061.wav,bubble,M03,bob
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0062.wav,torn,M03,torn
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0063.wav,knee,M03,nee
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0063.wav,knee,M03,ne
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0063.wav,knee,M03,knee
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0063.wav,knee,M03,nie
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0063.wav,knee,M03,ni
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0064.wav,chair,M03,char
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0064.wav,chair,M03,chair
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0064.wav,chair,M03,cher
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0064.wav,chair,M03,chere
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0064.wav,chair,M03,sher
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0065.wav,yet he still thinks as swiftly as ever,M03,yet he still thinks as swiftly as ever
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0066.wav,beat,M03,beat
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0066.wav,beat,M03,beet
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0067.wav,sip,M03,sip
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0068.wav,sip,M03,sip
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0069.wav,form,M03,form
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0070.wav,one,M03,one
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0071.wav,sticks,M03,sticks
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0072.wav,dug,M03,dug
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0072.wav,dug,M03,drug
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0074.wav,but he always answers banana oil,M03,but he always answers banana oil
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0074.wav,but he always answers banana oil,M03,but he always answers banana il
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0074.wav,but he always answers banana oil,M03,but he always answers banana wil
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0074.wav,but he always answers banana oil,M03,but he always answers banana oile
